3.633198E-02,7.429569E-01
5.551641E-02,4.175297E+00
1.820681E-02,2.001359E-01
1.727609E-02,1.877240E-01
1.348140E-04,3.921603E-02
9.404719E-03,1.089367E-01
8.661067E-03,1.032776E-01
5.460543E-03,8.136198E-02
2.764712E-03,6.459169E-02
6.313296E-04,4.897594E-02
4.997276E-02,2.397120E+00
5.306793E-02,3.244525E+00
7.821155E-02,2.100000E+01
2.430657E-04,4.264999E-02
2.657812E-02,3.590740E-01
2.844615E-04,4.364262E-02
2.650355E-02,3.571074E-01
2.639195E-02,3.539964E-01
3.886895E-03,7.149038E-02
4.881283E-04,4.716879E-02
3.457305E-04,4.488783E-02
3.041450E-03,6.630190E-02
9.946943E-04,5.248568E-02
1.028951E-03,5.276659E-02
3.007550E-02,4.620720E-01
2.646193E-04,4.316863E-02
1.115449E-04,3.818421E-02
6.547318E-04,4.924428E-02
4.444076E-02,1.450416E+00
5.691431E-04,4.824932E-02
2.464532E-04,4.273483E-02
2.858569E-04,4.368402E-02
3.151289E-04,4.428535E-02
1.080107E-03,5.320549E-02
1.635862E-02,1.762675E-01
2.399181E-04,4.256887E-02
2.006163E-04,4.147834E-02
8.625779E-04,5.132507E-02
1.036017E-01,2.100000E+01
6.007330E-04,4.862660E-02
1.826885E-04,4.093618E-02
7.766913E-04,5.051309E-02
1.210745E-03,5.421494E-02
3.356861E-02,5.998023E-01
2.502846E-04,4.283067E-02
4.305834E-04,4.633486E-02
1.817343E-03,5.853890E-02
2.499612E-04,4.282667E-02
3.229855E-02,5.452095E-01
8.838213E-03,1.046421E-01
2.950257E-03,6.572912E-02
1.110700E-02,1.228181E-01
3.428871E-04,4.484653E-02
7.570566E-04,5.032091E-02
2.695264E-03,6.415198E-02
1.142641E-02,1.256015E-01
2.033930E-03,5.997000E-02
1.071664E-03,5.312475E-02
1.388239E-02,1.487312E-01
3.626428E-03,6.988526E-02
2.557812E-03,6.328759E-02
4.292277E-02,1.274112E+00
4.043881E-04,4.591499E-02
2.600056E-04,4.306812E-02
5.196083E-04,4.760073E-02
3.022124E-04,4.403448E-02
1.733501E-02,1.885081E-01
1.151622E-04,3.836325E-02
8.947706E-03,1.054554E-01
4.616490E-04,4.679531E-02
1.273333E-03,5.470565E-02
1.444129E-02,1.546103E-01
2.892576E-03,6.538770E-02
1.276711E-03,5.473015E-02
5.297926E-02,3.219148E+00
1.664410E-04,4.040040E-02
8.952103E-02,2.100000E+01
6.347145E-03,8.712638E-02
5.192506E-03,7.966614E-02
4.946652E-04,4.725745E-02
2.850306E-04,4.364273E-02
3.551138E-04,4.504036E-02
1.618219E-03,5.718836E-02
1.542105E-02,1.652922E-01
2.035182E-02,2.317625E-01
1.845932E-02,2.035036E-01
1.025500E-04,3.778225E-02
2.437124E-04,4.266436E-02
8.937559E-03,1.053782E-01
8.174238E-04,5.090184E-02
2.362245E-04,4.247249E-02
1.380040E-03,5.548911E-02
6.624441E-04,4.932065E-02
