8.557164E-03,1.137703E-01
1.163032E-02,1.419287E-01
1.973300E-04,5.134865E-02
6.310206E-04,5.567990E-02
3.332415E-04,5.287760E-02
2.610141E-02,3.913247E-01
2.341083E-04,5.178912E-02
8.340182E-02,2.100000E+01
4.834230E-04,5.435683E-02
1.467300E-02,1.755651E-01
1.266960E-04,5.041757E-02
3.366012E-04,5.292373E-02
5.405856E-02,4.099408E+00
3.128110E-02,5.718848E-01
2.220122E-02,2.966812E-01
1.043357E-04,5.007036E-02
5.926418E-02,7.167244E+00
1.620334E-03,6.325519E-02
1.306337E-02,1.569487E-01
1.194515E-03,6.016379E-02
7.057962E-02,2.100000E+01
2.136300E-04,5.155448E-02
7.310614E-02,2.100000E+01
6.713949E-04,5.603700E-02
1.481908E-04,5.071310E-02
1.004897E-01,2.100000E+01
1.095227E-02,1.352694E-01
3.901077E-04,5.345607E-02
2.659144E-02,4.052545E-01
1.610356E-02,1.939643E-01
1.143566E-04,5.021658E-02
1.574879E-04,5.083349E-02
3.805773E-04,5.337058E-02
2.670947E-04,5.216355E-02
7.446010E-03,1.047434E-01
2.282469E-02,3.098635E-01
6.050117E-04,5.544693E-02
2.410588E-04,5.187034E-02
2.979315E-04,5.250756E-02
4.808558E-04,5.433847E-02
2.863285E-02,4.700465E-01
1.121353E-03,5.960967E-02
5.576654E-03,9.063629E-02
5.058950E-03,8.691952E-02
5.920693E-03,9.312068E-02
5.074115E-03,8.702425E-02
1.482437E-02,1.774754E-01
4.034473E-03,7.978271E-02
6.933235E-04,5.620910E-02
2.778054E-03,7.123909E-02
2.078037E-03,6.645530E-02
3.107018E-03,7.346590E-02
3.229857E-04,5.277270E-02
2.085708E-04,5.147885E-02
4.553408E-03,8.338680E-02
1.718884E-02,2.092225E-01
3.207118E-02,6.069499E-01
5.611138E-04,5.506903E-02
1.073836E-02,1.331731E-01
6.518897E-04,5.585820E-02
1.639263E-03,6.338995E-02
5.298280E-02,3.681440E+00
4.138617E-03,8.051075E-02
2.976419E-04,5.251243E-02
1.552456E-02,1.862850E-01
2.961733E-03,7.248212E-02
1.696835E-04,5.099215E-02
6.264442E-04,5.565083E-02
5.027149E-04,5.452380E-02
3.742409E-02,9.196230E-01
1.796085E-03,6.450139E-02
3.254977E-03,7.447976E-02
1.319571E-03,6.109133E-02
2.106182E-03,6.664732E-02
1.548412E-02,1.858695E-01
4.689024E-04,5.423036E-02
6.539247E-03,9.774771E-02
5.829518E-03,9.246077E-02
1.001038E-01,2.100000E+01
2.714110E-03,7.080437E-02
2.091113E-02,2.710056E-01
2.367615E-03,6.845047E-02
3.627363E-04,5.317666E-02
8.284476E-04,5.731960E-02
3.686540E-02,8.801519E-01
7.567925E-03,1.056950E-01
7.047310E-04,5.630771E-02
2.163942E-04,5.159118E-02
1.181743E-02,1.437792E-01
1.338603E-04,5.051691E-02
4.491052E-03,8.295953E-02
1.718451E-03,6.395644E-02
9.717685E-04,5.846268E-02
